V1	V2	V3
Lif_Hyd_Coa_w_CCS	Lifetime|Hydrogen|Coal|w/ CCS	years
Lif_Hyd_Coa_wo_CCS	Lifetime|Hydrogen|Coal|w/o CCS	years
Lif_Hyd_Ele	Lifetime|Hydrogen|Electricity	years
Lif_Hyd_Gas_w_CCS	Lifetime|Hydrogen|Gas|w/ CCS	years
Lif_Hyd_Gas_wo_CCS	Lifetime|Hydrogen|Gas|w/o CCS	years
Lif_Liq_Bio_w_CCS	Lifetime|Liquids|Biomass|w/ CCS	years
Lif_Liq_Bio_wo_CCS	Lifetime|Liquids|Biomass|w/o CCS	years
Lif_Liq_Coa_w_CCS	Lifetime|Liquids|Coal|w/ CCS	years
Lif_Liq_Coa_wo_CCS	Lifetime|Liquids|Coal|w/o CCS	years
Lif_Liq_Gas_w_CCS	Lifetime|Liquids|Gas|w/ CCS	years
Lif_Liq_Gas_wo_CCS	Lifetime|Liquids|Gas|w/o CCS	years
Lif_Liq_Oil	Lifetime|Liquids|Oil	years
OM_Cos_Fix_Ele_Bio_w_CCS	OM Cost|Fixed|Electricity|Biomass|w/ CCS	US$2010/kW/yr OR local currency/kW/yr
OM_Cos_Fix_Ele_Bio_wo_CCS	OM Cost|Fixed|Electricity|Biomass|w/o CCS	US$2010/kW/yr OR local currency/kW/yr
OM_Cos_Fix_Ele_Coa_w_CCS	OM Cost|Fixed|Electricity|Coal|w/ CCS	US$2010/kW/yr OR local currency/kW/yr
OM_Cos_Fix_Ele_Coa_wo_CCS	OM Cost|Fixed|Electricity|Coal|w/o CCS	US$2010/kW/yr OR local currency/kW/yr
OM_Cos_Fix_Ele_Gas_w_CCS	OM Cost|Fixed|Electricity|Gas|w/ CCS	US$2010/kW/yr OR local currency/kW/yr
OM_Cos_Fix_Ele_Gas_wo_CCS	OM Cost|Fixed|Electricity|Gas|w/o CCS	US$2010/kW/yr OR local currency/kW/yr
OM_Cos_Fix_Ele_Hyd	OM Cost|Fixed|Electricity|Hydro	US$2010/kW/yr OR local currency/kW/yr
OM_Cos_Fix_Ele_Nuc	OM Cost|Fixed|Electricity|Nuclear	US$2010/kW/yr OR local currency/kW/yr
OM_Cos_Fix_Ele_Geo	OM Cost|Fixed|Electricity|Geothermal	US$2010/kW/yr OR local currency/kW/yr
OM_Cos_Fix_Ele_SolarCSP	OM Cost|Fixed|Electricity|Solar|CSP	US$2010/kW/yr OR local currency/kW/yr
OM_Cos_Fix_Ele_SolarPV	OM Cost|Fixed|Electricity|Solar|PV	US$2010/kW/yr OR local currency/kW/yr
OM_Cos_Fix_Ele_Win	OM Cost|Fixed|Electricity|Wind	US$2010/kW/yr OR local currency/kW/yr
OM_Cos_Fix_Ele_Win_Off	OM Cost|Fixed|Electricity|Wind|Offshore	US$2010/kW/yr OR local currency/kW/yr
OM_Cos_Fix_Ele_Win_Ons	OM Cost|Fixed|Electricity|Wind|Onshore	US$2010/kW/yr OR local currency/kW/yr
OM_Cos_Fix_Gas_Bio_w_CCS	OM Cost|Fixed|Gases|Biomass|w/ CCS	US$2010/kW/yr OR local currency/kW/yr
OM_Cos_Fix_Gas_Bio_wo_CCS	OM Cost|Fixed|Gases|Biomass|w/o CCS	US$2010/kW/yr OR local currency/kW/yr
OM_Cos_Fix_Gas_Coa_w_CCS	OM Cost|Fixed|Gases|Coal|w/ CCS	US$2010/kW/yr OR local currency/kW/yr
OM_Cos_Fix_Gas_Coa_wo_CCS	OM Cost|Fixed|Gases|Coal|w/o CCS	US$2010/kW/yr OR local currency/kW/yr
OM_Cos_Fix_Hyd_Bio_w_CCS	OM Cost|Fixed|Hydrogen|Biomass|w/ CCS	US$2010/kW/yr OR local currency/kW/yr
OM_Cos_Fix_Hyd_Bio_wo_CCS	OM Cost|Fixed|Hydrogen|Biomass|w/o CCS	US$2010/kW/yr OR local currency/kW/yr
OM_Cos_Fix_Hyd_Coa_w_CCS	OM Cost|Fixed|Hydrogen|Coal|w/ CCS	US$2010/kW/yr OR local currency/kW/yr
OM_Cos_Fix_Hyd_Coa_wo_CCS	OM Cost|Fixed|Hydrogen|Coal|w/o CCS	US$2010/kW/yr OR local currency/kW/yr
OM_Cos_Fix_Hyd_Ele	OM Cost|Fixed|Hydrogen|Electricity	US$2010/kW/yr OR local currency/kW/yr
OM_Cos_Fix_Hyd_Gas_w_CCS	OM Cost|Fixed|Hydrogen|Gas|w/ CCS	US$2010/kW/yr OR local currency/kW/yr
OM_Cos_Fix_Hyd_Gas_wo_CCS	OM Cost|Fixed|Hydrogen|Gas|w/o CCS	US$2010/kW/yr OR local currency/kW/yr
OM_Cos_Fix_Liq_Bio_w_CCS	OM Cost|Fixed|Liquids|Biomass|w/ CCS	US$2010/kW/yr OR local currency/kW/yr
OM_Cos_Fix_Liq_Bio_wo_CCS	OM Cost|Fixed|Liquids|Biomass|w/o CCS	US$2010/kW/yr OR local currency/kW/yr
OM_Cos_Fix_Liq_Coa_w_CCS	OM Cost|Fixed|Liquids|Coal|w/ CCS	US$2010/kW/yr OR local currency/kW/yr
OM_Cos_Fix_Liq_Coa_wo_CCS	OM Cost|Fixed|Liquids|Coal|w/o CCS	US$2010/kW/yr OR local currency/kW/yr
OM_Cos_Fix_Liq_Gas_w_CCS	OM Cost|Fixed|Liquids|Gas|w/ CCS	US$2010/kW/yr OR local currency/kW/yr
OM_Cos_Fix_Liq_Gas_wo_CCS	OM Cost|Fixed|Liquids|Gas|w/o CCS	US$2010/kW/yr OR local currency/kW/yr
OM_Cos_Fix_Liq_Oil	OM Cost|Fixed|Liquids|Oil	US$2010/kW/yr OR local currency/kW/yr
Exp_Agr	Export|Agriculture	billion US$2010/yr OR local currency/yr
Exp_Ene	Export|Energy	billion US$2010/yr OR local currency/yr
Exp_ind	Export|industry	billion US$2010/yr OR local currency/yr
Imp_Agr	Import|Agriculture	billion US$2010/yr OR local currency/yr
Imp_Ene	Import|Energy	billion US$2010/yr OR local currency/yr
Imp_ind	Import|industry	billion US$2010/yr OR local currency/yr
Trd	Trade	billion US$2010/yr OR local currency/yr
Exp_ind_Ene	Export|industry|Energy	billion US$2010/yr OR local currency/yr
Exp_ind_Ene_Int	Export|industry|Energy Intensive	billion US$2010/yr OR local currency/yr
Exp_ind_Man	Export|industry|Manufacturing	billion US$2010/yr OR local currency/yr
Exp_Oth	Export|Other	billion US$2010/yr OR local currency/yr
Imp_ind_Ene	Import|industry|Energy	billion US$2010/yr OR local currency/yr
Imp_ind_Ene_Int	Import|industry|Energy Intensive	billion US$2010/yr OR local currency/yr
Imp_ind_Man	Import|industry|Manufacturing	billion US$2010/yr OR local currency/yr
Imp_Oth	Import|Other	billion US$2010/yr OR local currency/yr
Wat_Cns	Water Consumption	km3/yr
Wat_Cns_Ind_Wat	Water Consumption|Industrial Water	km3/yr
Wat_Cns_Mun_Wat	Water Consumption|Municipal Water	km3/yr
Wat_Wit	Water Withdrawal	km3/yr
Wat_Wit_Ind_Wat	Water Withdrawal|Industrial Water	km3/yr
Wat_Wit_Mun_Wat	Water Withdrawal|Municipal Water	km3/yr
Fre_Env_Flo	Freshwater|Environmental Flow	km3/yr
Pop_Dri_Wat_Acc	Population|Drinking Water Access	Million
Pop_San_Acc	Population|Sanitation Acces	Million
Wat_Des	Water Desalination	km3/yr
Wat_Ext_Bra_Wat	Water Extraction|Brackish Water	km3/yr
Wat_Ext_Gro	Water Extraction|Groundwater	km3/yr
Wat_Ext_Sea	Water Extraction|Seawater	km3/yr
Wat_Ext_Sur_Wat	Water Extraction|Surface Water	km3/yr
Wat_Res_Bra_Wat	Water Resource|Brackish Water	km3
Wat_Res_Gro	Water Resource|Groundwater	km3
Wat_Res_Sur_Wat	Water Resource|Surface Water	km3
Wat_Tra	Water Transfer	km3/yr
Wat_Cns_Irr	Water Consumption|Irrigation	km3/yr
Wat_Cns_Liv	Water Consumption|Livestock	km3/yr
Wat_Wit_Liv	Water Withdrawal|Livestock	km3/yr
Imp_Eff_Irr	Improvement|Efficiency|Irrigation	%/yr
Lan_Cov_Cro_Dou	Land Cover|Cropland|Double-cropped	million ha
Lan_Cov_Cro_Rai	Land Cover|Cropland|Rainfed	million ha
Lan_Cov_Wat_Eco_Frs	Land Cover|Water Ecosystems|Forests	million ha
Lan_Cov_Wat_Eco_Gla	Land Cover|Water Ecosystems|Glaciers	million ha
Lan_Cov_Wat_Eco_Lak	Land Cover|Water Ecosystems|Lakes	million ha
Lan_Cov_Wat_Eco_Mou	Land Cover|Water Ecosystems|Mountains	million ha
Lan_Cov_Wat_Eco_Wet	Land Cover|Water Ecosystems|Wetlands	million ha
Wat_Cns_Ele	Water Consumption|Electricity	km3/yr
Wat_Cns_Ele_Bio	Water Consumption|Electricity|Biomass	km3/yr
Wat_Cns_Ele_Bio_w_CCS	Water Consumption|Electricity|Biomass|w/ CCS	km3/yr
Wat_Cns_Ele_Bio_wo_CCS	Water Consumption|Electricity|Biomass|w/o CCS	km3/yr
Wat_Cns_Ele_Coa	Water Consumption|Electricity|Coal	km3/yr
Wat_Cns_Ele_Coa_w_CCS	Water Consumption|Electricity|Coal|w/ CCS	km3/yr
Wat_Cns_Ele_Coa_wo_CCS	Water Consumption|Electricity|Coal|w/o CCS	km3/yr
Wat_Cns_Ele_Coo_Pon	Water Consumption|Electricity|Cooling Pond	km3/yr
Wat_Cns_Ele_Dry_Coo	Water Consumption|Electricity|Dry Cooling	km3/yr
Wat_Cns_Ele_Fos	Water Consumption|Electricity|Fossil	km3/yr
Wat_Cns_Ele_Fos_w_CCS	Water Consumption|Electricity|Fossil|w/ CCS	km3/yr
Wat_Cns_Ele_Fos_wo_CCS	Water Consumption|Electricity|Fossil|w/o CCS	km3/yr
Wat_Cns_Ele_Gas	Water Consumption|Electricity|Gas	km3/yr
Wat_Cns_Ele_Gas_w_CCS	Water Consumption|Electricity|Gas|w/ CCS	km3/yr
Wat_Cns_Ele_Gas_wo_CCS	Water Consumption|Electricity|Gas|w/o CCS	km3/yr
Wat_Cns_Ele_Geo	Water Consumption|Electricity|Geothermal	km3/yr
Wat_Cns_Ele_Hyd	Water Consumption|Electricity|Hydro	km3/yr
Wat_Cns_Ele_NonBioRen	Water Consumption|Electricity|Non-Biomass Renewables	km3/yr
Wat_Cns_Ele_Nuc	Water Consumption|Electricity|Nuclear	km3/yr
Wat_Cns_Ele_Oil	Water Consumption|Electricity|Oil	km3/yr
Wat_Cns_Ele_Oil_w_CCS	Water Consumption|Electricity|Oil|w/ CCS	km3/yr
Wat_Cns_Ele_Oil_wo_CCS	Water Consumption|Electricity|Oil|w/o CCS	km3/yr
Wat_Cns_Ele_Onc_Thr	Water Consumption|Electricity|Once Through	km3/yr
Wat_Cns_Ele_Oth	Water Consumption|Electricity|Other	km3/yr
Wat_Cns_Ele_Sea_Coo	Water Consumption|Electricity|Sea Cooling	km3/yr
Wat_Cns_Ele_Solar	Water Consumption|Electricity|Solar	km3/yr
Wat_Cns_Ele_SolarCSP	Water Consumption|Electricity|Solar|CSP	km3/yr
Wat_Cns_Ele_SolarPV	Water Consumption|Electricity|Solar|PV	km3/yr
Wat_Cns_Ele_Wet_Tow	Water Consumption|Electricity|Wet Tower	km3/yr
Wat_Cns_Ele_Win	Water Consumption|Electricity|Wind	km3/yr
Wat_Cns_Ext	Water Consumption|Extraction	km3/yr
Wat_Cns_Gas	Water Consumption|Gases	km3/yr
Wat_Cns_Heat	Water Consumption|Heat	km3/yr
Wat_Cns_Hyd	Water Consumption|Hydrogen	km3/yr
Wat_Cns_Liq	Water Consumption|Liquids	km3/yr
Wat_Wit_Ele	Water Withdrawal|Electricity	km3/yr
Wat_Wit_Ext	Water Withdrawal|Extraction	km3/yr
Wat_Wit_Gas	Water Withdrawal|Gases	km3/yr
Wat_Wit_Heat	Water Withdrawal|Heat	km3/yr
Wat_Wit_Hyd	Water Withdrawal|Hydrogen	km3/yr
Wat_Wit_Liq	Water Withdrawal|Liquids	km3/yr
Fin_Ene_Com_Wat_Des	Final Energy|Commercial|Water|Desalination	EJ/yr
Fin_Ene_Com_Wat_Gro_Ext	Final Energy|Commercial|Water|Groundwater Extraction	EJ/yr
Fin_Ene_Com_Wat_Sur_Wat_Ext	Final Energy|Commercial|Water|Surface Water Extraction	EJ/yr
Fin_Ene_Com_Wat_Tra	Final Energy|Commercial|Water|Transfer	EJ/yr
Wat_Cns_Ext_Coa	Water Consumption|Extraction|Coal	km3/yr
Wat_Cns_Ext_Gas	Water Consumption|Extraction|Gas	km3/yr
Wat_Cns_Ext_Oil	Water Consumption|Extraction|Oil	km3/yr
Wat_Cns_Ext_Ura	Water Consumption|Extraction|Uranium	km3/yr
Wat_Cns_Gas_Bio	Water Consumption|Gases|Biomass	km3/yr
Wat_Cns_Gas_Coa	Water Consumption|Gases|Coal	km3/yr
Wat_Cns_Gas_Nat_Gas	Water Consumption|Gases|Natural Gas	km3/yr
Wat_Cns_Gas_Oth	Water Consumption|Gases|Other	km3/yr
Wat_Cns_HeatBio	Water Consumption|Heat|Biomass	km3/yr
Wat_Cns_HeatCoa	Water Consumption|Heat|Coal	km3/yr
Wat_Cns_HeatGas	Water Consumption|Heat|Gas	km3/yr
Wat_Cns_HeatGeo	Water Consumption|Heat|Geothermal	km3/yr
Wat_Cns_HeatNuc	Water Consumption|Heat|Nuclear	km3/yr
Wat_Cns_HeatOil	Water Consumption|Heat|Oil	km3/yr
Wat_Cns_HeatOth	Water Consumption|Heat|Other	km3/yr
Wat_Cns_HeatSolar	Water Consumption|Heat|Solar	km3/yr
Wat_Cns_Hyd_Bio	Water Consumption|Hydrogen|Biomass	km3/yr
Wat_Cns_Hyd_Bio_w_CCS	Water Consumption|Hydrogen|Biomass|w/ CCS	km3/yr
Wat_Cns_Hyd_Bio_wo_CCS	Water Consumption|Hydrogen|Biomass|w/o CCS	km3/yr
Wat_Cns_Hyd_Coa	Water Consumption|Hydrogen|Coal	km3/yr
Wat_Cns_Hyd_Coa_w_CCS	Water Consumption|Hydrogen|Coal|w/ CCS	km3/yr
Wat_Cns_Hyd_Coa_wo_CCS	Water Consumption|Hydrogen|Coal|w/o CCS	km3/yr
Wat_Cns_Hyd_Ele	Water Consumption|Hydrogen|Electricity	km3/yr
Wat_Cns_Hyd_Fos	Water Consumption|Hydrogen|Fossil	km3/yr
Wat_Cns_Hyd_Fos_w_CCS	Water Consumption|Hydrogen|Fossil|w/ CCS	km3/yr
Wat_Cns_Hyd_Fos_wo_CCS	Water Consumption|Hydrogen|Fossil|w/o CCS	km3/yr
Wat_Cns_Hyd_Gas	Water Consumption|Hydrogen|Gas	km3/yr
Wat_Cns_Hyd_Gas_w_CCS	Water Consumption|Hydrogen|Gas|w/ CCS	km3/yr
Wat_Cns_Hyd_Gas_wo_CCS	Water Consumption|Hydrogen|Gas|w/o CCS	km3/yr
Wat_Cns_Hyd_Oil	Water Consumption|Hydrogen|Oil	km3/yr
Wat_Cns_Hyd_Oth	Water Consumption|Hydrogen|Other	km3/yr
Wat_Cns_Hyd_Solar	Water Consumption|Hydrogen|Solar	km3/yr
Wat_Cns_Liq_Bio	Water Consumption|Liquids|Biomass	km3/yr
Wat_Cns_Liq_Bio_w_CCS	Water Consumption|Liquids|Biomass|w/ CCS	km3/yr
Wat_Cns_Liq_Bio_wo_CCS	Water Consumption|Liquids|Biomass|w/o CCS	km3/yr
Wat_Cns_Liq_Coa	Water Consumption|Liquids|Coal	km3/yr
Wat_Cns_Liq_Coa_w_CCS	Water Consumption|Liquids|Coal|w/ CCS	km3/yr
Wat_Cns_Liq_Coa_wo_CCS	Water Consumption|Liquids|Coal|w/o CCS	km3/yr
Wat_Cns_Liq_Fos	Water Consumption|Liquids|Fossil	km3/yr
Wat_Cns_Liq_Fos_w_CCS	Water Consumption|Liquids|Fossil|w/ CCS	km3/yr
Wat_Cns_Liq_Fos_wo_CCS	Water Consumption|Liquids|Fossil|w/o CCS	km3/yr
Wat_Cns_Liq_Gas	Water Consumption|Liquids|Gas	km3/yr
Wat_Cns_Liq_Gas_w_CCS	Water Consumption|Liquids|Gas|w/ CCS	km3/yr
Wat_Cns_Liq_Gas_wo_CCS	Water Consumption|Liquids|Gas|w/o CCS	km3/yr
Wat_Cns_Liq_Oil	Water Consumption|Liquids|Oil	km3/yr
Wat_The_Pol_Ele_Bio	Water Thermal Pollution|Electricity|Biomass	EJ/yr
Wat_The_Pol_Ele_Bio_w_CCS	Water Thermal Pollution|Electricity|Biomass|w/ CCS	EJ/yr
Wat_The_Pol_Ele_Bio_wo_CCS	Water Thermal Pollution|Electricity|Biomass|w/o CCS	EJ/yr
Wat_The_Pol_Ele_Coa	Water Thermal Pollution|Electricity|Coal	EJ/yr
Wat_The_Pol_Ele_Coa_w_CCS	Water Thermal Pollution|Electricity|Coal|w/ CCS	EJ/yr
Wat_The_Pol_Ele_Coa_wo_CCS	Water Thermal Pollution|Electricity|Coal|w/o CCS	EJ/yr
Wat_The_Pol_Ele_Fos	Water Thermal Pollution|Electricity|Fossil	EJ/yr
Wat_The_Pol_Ele_Fos_w_CCS	Water Thermal Pollution|Electricity|Fossil|w/ CCS	EJ/yr
Wat_The_Pol_Ele_Fos_wo_CCS	Water Thermal Pollution|Electricity|Fossil|w/o CCS	EJ/yr
Wat_The_Pol_Ele_Gas	Water Thermal Pollution|Electricity|Gas	EJ/yr
Wat_The_Pol_Ele_Gas_w_CCS	Water Thermal Pollution|Electricity|Gas|w/ CCS	EJ/yr
Wat_The_Pol_Ele_Gas_wo_CCS	Water Thermal Pollution|Electricity|Gas|w/o CCS	EJ/yr
Wat_The_Pol_Ele_Geo	Water Thermal Pollution|Electricity|Geothermal	EJ/yr
Wat_The_Pol_Ele_NonBioRen	Water Thermal Pollution|Electricity|Non-Biomass Renewables	EJ/yr
Wat_The_Pol_Ele_Nuc	Water Thermal Pollution|Electricity|Nuclear	EJ/yr
Wat_The_Pol_Ele_Oil	Water Thermal Pollution|Electricity|Oil	EJ/yr
Wat_The_Pol_Ele_Oil_w_CCS	Water Thermal Pollution|Electricity|Oil|w/ CCS	EJ/yr
Wat_The_Pol_Ele_Oil_wo_CCS	Water Thermal Pollution|Electricity|Oil|w/o CCS	EJ/yr
Wat_The_Pol_Ele_Onc_Thr	Water Thermal Pollution|Electricity|Once Through	EJ/yr
Wat_The_Pol_Ele_Oth	Water Thermal Pollution|Electricity|Other	EJ/yr
Wat_The_Pol_Ele_Sea_Coo	Water Thermal Pollution|Electricity|Sea Cooling	EJ/yr
Wat_The_Pol_Ele_Solar	Water Thermal Pollution|Electricity|Solar	EJ/yr
Wat_The_Pol_Ele_SolarCSP	Water Thermal Pollution|Electricity|Solar|CSP	EJ/yr
Wat_Wit_Ele_Bio	Water Withdrawal|Electricity|Biomass	km3/yr
Wat_Wit_Ele_Bio_w_CCS	Water Withdrawal|Electricity|Biomass|w/ CCS	km3/yr
Wat_Wit_Ele_Bio_wo_CCS	Water Withdrawal|Electricity|Biomass|w/o CCS	km3/yr
Wat_Wit_Ele_Coa	Water Withdrawal|Electricity|Coal	km3/yr
Wat_Wit_Ele_Coa_w_CCS	Water Withdrawal|Electricity|Coal|w/ CCS	km3/yr
Wat_Wit_Ele_Coa_wo_CCS	Water Withdrawal|Electricity|Coal|w/o CCS	km3/yr
Wat_Wit_Ele_Coo_Pon	Water Withdrawal|Electricity|Cooling Pond	km3/yr
Wat_Wit_Ele_Dry_Coo	Water Withdrawal|Electricity|Dry Cooling	km3/yr
Wat_Wit_Ele_Fos	Water Withdrawal|Electricity|Fossil	km3/yr
Wat_Wit_Ele_Fos_w_CCS	Water Withdrawal|Electricity|Fossil|w/ CCS	km3/yr
Wat_Wit_Ele_Fos_wo_CCS	Water Withdrawal|Electricity|Fossil|w/o CCS	km3/yr
Wat_Wit_Ele_Gas	Water Withdrawal|Electricity|Gas	km3/yr
Wat_Wit_Ele_Gas_w_CCS	Water Withdrawal|Electricity|Gas|w/ CCS	km3/yr
Wat_Wit_Ele_Gas_wo_CCS	Water Withdrawal|Electricity|Gas|w/o CCS	km3/yr
Wat_Wit_Ele_Geo	Water Withdrawal|Electricity|Geothermal	km3/yr
Wat_Wit_Ele_Hyd	Water Withdrawal|Electricity|Hydro	km3/yr
Wat_Wit_Ele_NonBioRen	Water Withdrawal|Electricity|Non-Biomass Renewables	km3/yr
Wat_Wit_Ele_Nuc	Water Withdrawal|Electricity|Nuclear	km3/yr
Wat_Wit_Ele_Oce	Water Withdrawal|Electricity|Ocean	km3/yr
Wat_Wit_Ele_Oil	Water Withdrawal|Electricity|Oil	km3/yr
Wat_Wit_Ele_Oil_w_CCS	Water Withdrawal|Electricity|Oil|w/ CCS	km3/yr
Wat_Wit_Ele_Oil_wo_CCS	Water Withdrawal|Electricity|Oil|w/o CCS	km3/yr
Wat_Wit_Ele_Onc_Thr	Water Withdrawal|Electricity|Once Through	km3/yr
Wat_Wit_Ele_Oth	Water Withdrawal|Electricity|Other	km3/yr
Wat_Wit_Ele_Sea_Coo	Water Withdrawal|Electricity|Sea Cooling	km3/yr
Wat_Wit_Ele_Solar	Water Withdrawal|Electricity|Solar	km3/yr
Wat_Wit_Ele_SolarCSP	Water Withdrawal|Electricity|Solar|CSP	km3/yr
Wat_Wit_Ele_SolarPV	Water Withdrawal|Electricity|Solar|PV	km3/yr
Wat_Wit_Ele_Wet_Tow	Water Withdrawal|Electricity|Wet Tower	km3/yr
Wat_Wit_Ele_Win	Water Withdrawal|Electricity|Wind	km3/yr
Wat_Wit_Ext_Coa	Water Withdrawal|Extraction|Coal	km3/yr
Wat_Wit_Ext_Gas	Water Withdrawal|Extraction|Gas	km3/yr
Wat_Wit_Ext_Oil	Water Withdrawal|Extraction|Oil	km3/yr
Wat_Wit_Ext_Ura	Water Withdrawal|Extraction|Uranium	km3/yr
Wat_Wit_Gas_Bio	Water Withdrawal|Gases|Biomass	km3/yr
Wat_Wit_Gas_Coa	Water Withdrawal|Gases|Coal	km3/yr
Wat_Wit_Gas_Nat_Gas	Water Withdrawal|Gases|Natural Gas	km3/yr
Wat_Wit_Gas_Oth	Water Withdrawal|Gases|Other	km3/yr
Wat_Wit_HeatBio	Water Withdrawal|Heat|Biomass	km3/yr
Wat_Wit_HeatCoa	Water Withdrawal|Heat|Coal	km3/yr
Wat_Wit_HeatGas	Water Withdrawal|Heat|Gas	km3/yr
Wat_Wit_HeatGeo	Water Withdrawal|Heat|Geothermal	km3/yr
Wat_Wit_HeatNuc	Water Withdrawal|Heat|Nuclear	km3/yr
Wat_Wit_HeatOil	Water Withdrawal|Heat|Oil	km3/yr
Wat_Wit_HeatOth	Water Withdrawal|Heat|Other	km3/yr
Wat_Wit_HeatSolar	Water Withdrawal|Heat|Solar	km3/yr
Wat_Wit_Hyd_Bio	Water Withdrawal|Hydrogen|Biomass	km3/yr
Wat_Wit_Hyd_Bio_w_CCS	Water Withdrawal|Hydrogen|Biomass|w/ CCS	km3/yr
Wat_Wit_Hyd_Bio_wo_CCS	Water Withdrawal|Hydrogen|Biomass|w/o CCS	km3/yr
Wat_Wit_Hyd_Coa	Water Withdrawal|Hydrogen|Coal	km3/yr
Wat_Wit_Hyd_Coa_w_CCS	Water Withdrawal|Hydrogen|Coal|w/ CCS	km3/yr
Wat_Wit_Hyd_Coa_wo_CCS	Water Withdrawal|Hydrogen|Coal|w/o CCS	km3/yr
Wat_Wit_Hyd_Ele	Water Withdrawal|Hydrogen|Electricity	km3/yr
Wat_Wit_Hyd_Fos	Water Withdrawal|Hydrogen|Fossil	km3/yr
Wat_Wit_Hyd_Fos_w_CCS	Water Withdrawal|Hydrogen|Fossil|w/ CCS	km3/yr
Wat_Wit_Hyd_Fos_wo_CCS	Water Withdrawal|Hydrogen|Fossil|w/o CCS	km3/yr
Wat_Wit_Hyd_Gas	Water Withdrawal|Hydrogen|Gas	km3/yr
Wat_Wit_Hyd_Gas_w_CCS	Water Withdrawal|Hydrogen|Gas|w/ CCS	km3/yr
Wat_Wit_Hyd_Gas_wo_CCS	Water Withdrawal|Hydrogen|Gas|w/o CCS	km3/yr
Wat_Wit_Hyd_Oil	Water Withdrawal|Hydrogen|Oil	km3/yr
Wat_Wit_Hyd_Oth	Water Withdrawal|Hydrogen|Other	km3/yr
Wat_Wit_Hyd_Solar	Water Withdrawal|Hydrogen|Solar	km3/yr
Wat_Wit_Liq_Bio	Water Withdrawal|Liquids|Biomass	km3/yr
Wat_Wit_Liq_Bio_w_CCS	Water Withdrawal|Liquids|Biomass|w/ CCS	km3/yr
Wat_Wit_Liq_Bio_wo_CCS	Water Withdrawal|Liquids|Biomass|w/o CCS	km3/yr
Wat_Wit_Liq_Coa	Water Withdrawal|Liquids|Coal	km3/yr
Wat_Wit_Liq_Coa_w_CCS	Water Withdrawal|Liquids|Coal|w/ CCS	km3/yr
Wat_Wit_Liq_Coa_wo_CCS	Water Withdrawal|Liquids|Coal|w/o CCS	km3/yr
Wat_Wit_Liq_Fos	Water Withdrawal|Liquids|Fossil	km3/yr
Wat_Wit_Liq_Fos_w_CCS	Water Withdrawal|Liquids|Fossil|w/ CCS	km3/yr
Wat_Wit_Liq_Fos_wo_CCS	Water Withdrawal|Liquids|Fossil|w/o CCS	km3/yr
Wat_Wit_Liq_Gas	Water Withdrawal|Liquids|Gas	km3/yr
Wat_Wit_Liq_Gas_w_CCS	Water Withdrawal|Liquids|Gas|w/ CCS	km3/yr
Wat_Wit_Liq_Gas_wo_CCS	Water Withdrawal|Liquids|Gas|w/o CCS	km3/yr
Wat_Wit_Liq_Oil	Water Withdrawal|Liquids|Oil	km3/yr
Cum_Cap_Ele_Oce	Cumulative Capacity|Electricity|Ocean	GW
Cum_Cap_Ele_Oth	Cumulative Capacity|Electricity|Other	GW
Cap_Add_Ele_Oce	Capacity Additions|Electricity|Ocean	GW/yr
Cap_Add_Ele_Oth	Capacity Additions|Electricity|Other	GW/yr
Agr_Yie_Ene_Cro	Agriculture|Yield|Energy Crops	tDM/ha
Car_Seq_CCS_Bio_Ene	Carbon Sequestration|CCS|Biomass|Energy	Mt CO2/yr
Car_Seq_CCS_Bio_Ind_Pro	Carbon Sequestration|CCS|Biomass|Industrial Processes	Mt CO2/yr
Car_Seq_CCS_Fos_Ene	Carbon Sequestration|CCS|Fossil|Energy	Mt CO2/yr
Car_Seq_CCS_Fos_Ind_Pro	Carbon Sequestration|CCS|Fossil|Industrial Processes	Mt CO2/yr
Emi_CO2_FFI_Cum	Emissions|CO2|Fossil Fuels and Industry|Cumulative	Mt CO2
Emi_CO2_Lan_Use_Flo_Neg_Seq	Emissions|CO2|Land Use|Flows|Negative (Sequestration)	Mt CO2
Emi_CO2_Lan_Use_Flo_Pos_Emi	Emissions|CO2|Land Use|Flows|Positive (Emission)	Mt CO2
OM_Cos_Var_Ele_Bio_w_CCS	OM Cost|Variable|Electricity|Biomass|w/ CCS	US$2010/GJ
OM_Cos_Var_Ele_Bio_wo_CCS	OM Cost|Variable|Electricity|Biomass|w/o CCS	US$2010/GJ
OM_Cos_Var_Ele_Coa_w_CCS	OM Cost|Variable|Electricity|Coal|w/ CCS	US$2010/GJ
OM_Cos_Var_Ele_Coa_wo_CCS	OM Cost|Variable|Electricity|Coal|w/o CCS	US$2010/GJ
OM_Cos_Var_Ele_Gas_w_CCS	OM Cost|Variable|Electricity|Gas|w/ CCS	US$2010/GJ
OM_Cos_Var_Ele_Gas_wo_CCS	OM Cost|Variable|Electricity|Gas|w/o CCS	US$2010/GJ
OM_Cos_Var_Ele_Geo	OM Cost|Variable|Electricity|Geothermal	US$2010/GJ
OM_Cos_Var_Ele_Hyd	OM Cost|Variable|Electricity|Hydro	US$2010/GJ
OM_Cos_Var_Ele_Nuc	OM Cost|Variable|Electricity|Nuclear	US$2010/GJ
OM_Cos_Var_Ele_PV	OM Cost|Variable|Electricity|PV	US$2010/GJ
